index,status_group
22216,non functional
13730,functional needs repair
62901,non functional
72021,functional
8000,functional
19209,functional
10463,functional needs repair
34304,functional
30885,functional needs repair
58952,non functional
25259,functional
47196,functional
28010,functional needs repair
28316,functional needs repair
66988,functional needs repair
48881,non functional
41039,non functional
19029,functional
66549,functional
24177,non functional
48188,non functional
68994,functional
59403,functional
30120,functional
29114,functional needs repair
69877,functional
21941,functional
14081,functional
43891,functional
19107,functional needs repair
26120,functional
46482,functional needs repair
17264,non functional
45577,non functional
40466,non functional
30473,functional
4836,functional
27983,functional
9525,non functional
62803,non functional
42293,functional needs repair
74054,non functional
7742,non functional
54826,functional needs repair
55455,functional
14444,functional
6970,functional
34337,non functional
21607,functional
37739,non functional
62581,non functional
20025,functional
4702,non functional
30893,non functional
69766,non functional
32244,functional
1264,functional
54773,non functional
47644,functional
55981,functional
20622,functional needs repair
43302,functional
8310,non functional
61515,non functional
9595,non functional
69716,functional
67353,functional
39325,non functional
67668,non functional
54642,functional
52389,functional
34674,functional
13383,functional
5179,non functional
11217,functional
19953,functional
73062,functional
2337,non functional
63756,functional
23859,functional
43585,non functional
21531,non functional
12275,non functional
15224,functional needs repair
12117,functional
58121,non functional
41411,functional needs repair
29087,functional needs repair
13221,functional needs repair
17693,functional
15514,functional
32410,functional
5669,functional
71054,functional
53824,non functional
68105,functional
41488,functional
43981,non functional
6221,non functional
52342,non functional
7879,functional
61530,functional
41674,functional
10714,functional
16869,functional
42862,non functional
6349,functional
3796,non functional
38416,non functional
61299,non functional
58107,non functional
32651,functional
52659,non functional
27988,functional
19896,non functional
65828,functional
10697,non functional
48675,functional
41280,functional
12403,functional
37492,functional needs repair
41902,functional
56214,functional
63412,non functional
70351,functional
36972,functional
73864,non functional
18013,functional
32822,non functional
13278,functional needs repair
40117,functional
22524,non functional
25396,functional
2679,functional
53180,functional
27207,functional
43659,non functional
67511,non functional
47181,non functional
9376,non functional
26491,non functional
37565,functional
26888,functional
20964,functional needs repair
31184,functional
33703,functional
59319,non functional
13208,non functional
44695,functional
44290,functional
24765,functional
49125,functional
52166,non functional
57798,non functional
2218,non functional
60637,non functional
60848,functional
53963,functional
787,functional
3433,functional
25717,functional
65412,functional
58523,functional
55681,functional
68475,non functional
18880,non functional
29454,functional
22196,non functional
46240,functional
22215,functional
24448,non functional
18481,functional
33490,functional
35066,non functional
22329,non functional
12839,functional
37708,non functional
37344,functional
63291,functional
8284,functional needs repair
49499,functional
47736,functional
50601,non functional
69954,functional
12508,functional
10609,non functional
70016,non functional
7903,non functional
43002,functional
66368,functional needs repair
58745,functional needs repair
59689,non functional
28114,non functional
52745,non functional
2995,functional
70429,functional
18265,functional
31149,non functional
21530,non functional
29369,non functional
55046,non functional
47030,functional
43938,functional
60176,functional
65909,non functional
4775,non functional
4507,non functional
9103,functional
44255,non functional
66953,non functional
27802,non functional
11160,functional
41235,functional
2330,non functional
50801,functional
43071,non functional
51616,functional
43326,non functional
40459,non functional
4669,non functional
64682,functional
50419,functional
39890,non functional
55057,functional
53600,non functional
28175,functional
